SD7037-092-88
 1.0000000     0.0000000
 0.9967200     0.0004200
 0.9870700     0.0018000
 0.9714600     0.0043600
 0.9504100     0.0081100
 0.9245000     0.0129500
 0.8942500     0.0186500
 0.8601500     0.0249000
 0.8226100     0.0314100
 0.7820100     0.0378800
 0.7386500     0.0441300
 0.6929400     0.0501100
 0.6453900     0.0557200
 0.5965500     0.0608500
 0.5469300     0.0653800
 0.4970600     0.0691700
 0.4474500     0.0721100
 0.3986200     0.0741000
 0.3510100     0.0750400
 0.3050800     0.0748800
 0.2612500     0.0735800
 0.2198900     0.0711300
 0.1813700     0.0675400
 0.1460100     0.0628600
 0.1141000     0.0571500
 0.0858600     0.0504900
 0.0614600     0.0430000
 0.0410200     0.0348600
 0.0246200     0.0263200
 0.0123200     0.0177000
 0.0041800     0.0093600
 0.0002100     0.0018500
 0.0012700    -0.0039300
 0.0080600    -0.0083900
 0.0203800    -0.0122700
 0.0380000    -0.0154100
 0.0607400    -0.0177700
 0.0884400    -0.0193400
 0.1208400    -0.0201700
 0.1576500    -0.0203200
 0.1985000    -0.0198700
 0.2429600    -0.0189100
 0.2905500    -0.0175400
 0.3407100    -0.0158600
 0.3928800    -0.0139600
 0.4464300    -0.0119000
 0.5007400    -0.0097600
 0.5551900    -0.0076000
 0.6091400    -0.0054900
 0.6619700    -0.0034900
 0.7130500    -0.0016800
 0.7617800    -0.0001400
 0.8075200     0.0010400
 0.8496400     0.0018200
 0.8875600     0.0022000
 0.9207100     0.0021800
 0.9485900     0.0018500
 0.9707700     0.0013200
 0.9869000     0.0007100
 0.9967100     0.0002100
 1.0000000     0.0000000
